id	word	phonetic	definition	example	translation	source
5005	she	[ʃiː]	n. 女人；雌性动物 / pron. 她（主格）；它（用来指雌性动物或国家、船舶、地球、月亮等） / n. (She)人名；(中)佘(普通话·威妥玛)	She's a pretty woman.	她是美女。	Anki 高频单词6262
5006	shed	[ʃed]	n. 小屋，棚；分水岭 / vt. 流出；摆脱；散发；倾吐 / vi. 流出；脱落；散布	There is a small shed in the forest.	那森林里有个小棚屋。	Anki 高频单词6262
5007	sheep	[ʃip]	n. 羊，绵羊；胆小鬼	The sheep is so cute!	这只绵羊真可爱！	Anki 高频单词6262
5008	sheer	[ʃɪr]	n. 偏航；透明薄织物 / adj. 绝对的；透明的；峻峭的；纯粹的 / vt. 使偏航；使急转向 / adv. 完全；陡峭地 / vi. 偏航	The climber climbed up the sheer rock.	登山者登上了陡峭的岩石。	Anki 高频单词6262
5009	sheet	[ʃit]	n. 薄片，纸张；薄板；床单 / adj. 片状的 / vt. 覆盖；盖上被单；使成大片 / vi. 成片流动；大片落下 / n. (Sheet)人名；(英)希特	Please write your name on this sheet of paper.	请在这张纸上写下你的名字。	Anki 高频单词6262
5010	shelf	[ʃelf]	n. 架子；搁板；搁板状物；暗礁	The book is on the top shelf.	这本书在最上面的架子上。	Anki 高频单词6262
5011	shell	[ʃel]	n. 壳，贝壳；炮弹；外形 / vt. 剥皮；炮轰 / vi. 剥落；设定命令行解释器的位置	The egg shell broke in half.	蛋壳破成了两半。	Anki 高频单词6262
5012	shelter	[ˈʃeltə(r)]	n. 庇护；避难所；遮盖物 / vt. 保护；使掩蔽 / vi. 躲避，避难 / n. (Shelter)人名；(英)谢尔特	They build shelters from ice to keep themselves warm.	他们用冰建造躲避处来抵御严寒。	Anki 高频单词6262
5013	shield	[ʃild]	n. 盾；防护物；保护者 / vt. 遮蔽；包庇；避开；保卫 / vi. 防御；起保护作用 / n. (Shield)人名；(英)希尔德	The knight fights with a sword and shield.	骑士挥舞着宝剑和盾牌战斗。	Anki 高频单词6262
5014	shift	[ʃɪft]	n. 移动；变化；手段；轮班 / vt. 转移；改变；替换 / vi. 移动；转变；转换	Each shift requires the soldiers to stand straight for 10 hours!	每一班岗都需要这些士兵一动不动地站10小时！	Anki 高频单词6262
5015	shine	[ʃaɪn]	vt. 照射，擦亮；把…的光投向；（口）通过擦拭使…变得有光泽或光 / vi. 发出光；反射光，闪耀；出类拔萃，表现突出；露出；照耀；显露；出众 / n. 光亮，光泽；好天气；擦亮；晴天；擦皮鞋；鬼把戏或诡计 / n. （英）夏因（人名）；（日）新荣（人名）	The shining moon is so beautiful in the sky.	夜空中挂着美丽的月亮。	Anki 高频单词6262
5016	shiny	['ʃaɪni]	adj. 有光泽的，擦亮的；闪耀的；晴朗的；磨损的	The shiny sun blinded my eyes.	闪耀的太阳亮瞎了我的狗眼。	Anki 高频单词6262
5017	ship	[ʃɪp]	n. 船；舰；太空船 / vt. 运送，乘船；以船运送 / vi. 上船；乘船旅行；当船员 / n. (Ship)人名；(中)摄(广东话·威妥玛)	There is a ship on the sea.	海上有一艘船。	Anki 高频单词6262
5018	shipment	['ʃɪpmənt]	n. 装货；装载的货物	I'm waiting for the shipment coming from India.	我在等待从印度运来的货物。	Anki 高频单词6262
5019	shipping	['ʃɪpɪŋ]	n. [船] 船舶，船舶吨数；海运；运送 / v. 运送，乘船（ship的ing形式） / n. (Shipping)人名；(英)希平	The online store offers free shipping.	这家网店提供免费运送。	Anki 高频单词6262
5020	shirt	[ʃɜrt]	n. 衬衫；汗衫，内衣	He always wears a shirt and tie to work.	他总是穿衬衫打领带去工作。	Anki 高频单词6262
5021	shiver	['ʃɪvər]	n. 颤抖，战栗；碎片 / vi. 颤抖；哆嗦；打碎 / vt. 颤抖；打碎 / n. (Shiver)人名；(英)希弗	“Bro, I’m cold.” he said as he shivered from the cold.	“哥，我冷。” 他一边说着一边因为冷而颤抖着。	Anki 高频单词6262
5022	shock	[ʃɑk]	n. 休克；震惊；震动；打击；禾束堆 / adj. 浓密的；蓬乱的 / vt. 使休克；使震惊；使震动；使受电击；把…堆成禾束堆 / vi. 感到震惊；受到震动；堆成禾束堆 / n. (Shock)人名；(英)肖克	My cat was totally shocked by the big surprise.	我的猫咪完全被这大惊喜给吓住了！	Anki 高频单词6262
5023	shocked	[ʃɑkt]	v. 使震动（shock的过去式） / adj. 震惊的；震撼的	I was shocked by all the dirty words in the book.	我被书中众多的脏话震惊了。	Anki 高频单词6262
5024	shocking	['ʃɑkɪŋ]	adj. 令人震惊的；可怕的，令人厌恶的；糟糕的 / v. 感到震惊；震动；冲突（shock的ing形式）	My mobile phone bill this month was shocking!	我这个月的电话账单太令人震惊了！	Anki 高频单词6262
5025	shoe	[ʃu]	n. 鞋；蹄铁；外胎 / vt. 给……穿上鞋；穿……鞋 / n. (Shoe)人名；(英)休	Those shoes are for running.	这双鞋子是用来跑步的。	Anki 高频单词6262
5026	shoot	[ʃut]	n. 射击；摄影；狩猎；急流 / vt. 射击，射中；拍摄；发芽；使爆炸；给…注射 / vi. 射击；发芽；拍电影	He is trying to shoot the birds in the sky.	他正在试图射击天上的鸟儿。	Anki 高频单词6262
5027	shooting	['ʃutɪŋ]	n. 射击；打猎；摄影；射门 / v. 射击（shoot的ing形式）	My shooting is not accurate enough.	我的射击还不够精确。	Anki 高频单词6262
5028	shop	[ʃɑp]	n. 商店；店铺 / vt. 购物 / vi. 购物；买东西	I bought some bread from the bread shop.	我从面包店买了些面包。	Anki 高频单词6262
5029	shopkeeper	['ʃɑp.kipər]	n. 店主，老板	The shopkeeper is young and beautiful.	这个店主年轻貌美。	Anki 高频单词6262
5030	shopper	['ʃɑpər]	n. 购物者；顾客	The shopper carried two bags of fruit.	这位购物者提着两袋水果。	Anki 高频单词6262
5031	shopping	['ʃɑpɪŋ]	n. 购物，买东西 / v. 购物（shop的ing形式）	We went shopping for school supplies.	我们去买学习用品了。	Anki 高频单词6262
5032	shore	[ʃɔr]	n. 海滨；支柱 / vt. 支撑，使稳住；用支柱撑住 / n. (Shore)人名；(英)肖尔	Serene and calm sea shores are perfect for a holiday.	清澈而平静的海滨对于度假来说再完美不过。	Anki 高频单词6262
5033	short	[ʃɔrt]	n. 短；缺乏；短路；短裤 / adj. 短的；不足的；矮的，低的 / adv. 不足；突然；唐突地 / n. (Short)人名；(英)肖特	All of them have short hair.	她们都留着短发。	Anki 高频单词6262
5034	shortage	['ʃɔrtɪdʒ]	n. 缺乏，缺少；不足	I have a severe cash shortage right now. Could you lend me some money?	我现在非常缺钱。你可以借我点钱吗？	Anki 高频单词6262
5035	shortly	['ʃɔrtli]	adv. 立刻；简短地；唐突地	The note on the door said that they would be back shortly.	门上的纸条说他们不久就会回来。	Anki 高频单词6262
5036	shorts	[ʃɔrts]	n. 短裤 / n. (Shorts)人名；(英)肖茨	When the weather is warm, it's time to wear shorts.	当天气暖和时，就是穿短裤的时候了。	Anki 高频单词6262
5037	short story		短篇小说（指一万字以内的小说）	She wrote a short story about friendship.	她写了一篇关于友谊的短篇小说。	Anki 高频单词6262
5038	short-term	[ˌʃɔːrt ˈtɜːrm ]	adj. 短期的	This is only a short-term solution.	这只是一个短期解决办法。	Anki 高频单词6262
5039	shot	[ʃɑt]	n. 发射；炮弹；射手；镜头 / v. 射击（shoot的过去式和过去分词） / adj. 用尽的；破旧的；杂色的，闪光的	He touched the ball and said “nice shot”.	他击中了球，说道“好球”。	Anki 高频单词6262
5040	should	[ʃʊd]	aux. 应该；就；可能；将要	Shh! She's asleep, we should keep quiet so we don't wake her up.	嘘！她睡着了，我们要保持安静以免吵醒她。	Anki 高频单词6262
5041	shoulder	['ʃoʊldər]	n. 肩，肩膀；肩部 / vi. 用肩推挤，用肩顶 / vt. 肩负，承担	I wash my shoulder carefully when I take a shower.	我洗澡时认真清洗我的肩膀。	Anki 高频单词6262
5042	shout	[ʃaʊt]	n. 呼喊；呼叫 / vi. 呼喊；喊叫；大声说 / vt. 呼喊；大声说	You must shout if people can't hear you.	如果大家听不见你说的，你就必须得叫出来。	Anki 高频单词6262
5043	shove	[ʃʌv]	n. 推；挤 / vt. 挤；强使；撞；猛推 / n. (Shove)人名；(英)肖夫	I don't think you'll move that brick wall no matter how hard you shove it.	无论你使多大的劲儿去推那堵墙，我都觉得你不能移动它。	Anki 高频单词6262
5044	show	[ʃoʊ]	n. 显示；表演；炫耀 / vt. 显示；说明；演出；展出 / vi. 显示；说明；指示 / n. (Show)人名；(中)邵(普通话·威妥玛)；(英)肖	I loved your show! You were such great dancers!	我喜欢你们的表演，你们真是一群很赞的舞蹈家！	Anki 高频单词6262
5045	shower	['ʃaʊər]	n. 淋浴；（倾泻般出现的）一阵，一大批；阵雨 / vt. 大量地给予；把……弄湿 / vi. 淋浴；下阵雨	We might gradually stop polluting our water by stopping taking showers.	或许只要大家都不冲澡，水污染就会得到缓解。	Anki 高频单词6262
5046	shrewd	[ʃrud]	n. 精明（的人）；机灵（的人） / adj. 精明的；狡猾的；机灵的	My dog is so shrewd he knows how to use a hammer.	我的狗非常机灵，它知道如何使用锤头。	Anki 高频单词6262
5047	shrink	[ʃrɪŋk]	vi. 收缩；畏缩 / n. 收缩；畏缩；精神病学家 / vt. 使缩小，使收缩	What happened to my money to make it shrink so much?	我的钱怎么缩小了那么多？	Anki 高频单词6262
5048	shrug	[ʃrʌɡ]	n. 耸肩 / vi. 耸肩 / vt. 耸肩，耸肩表示	“I don’t know,” the man said as he shrugged.	“我不知道。”这男人耸耸肩说。	Anki 高频单词6262
5049	shudder	['ʃʌdər]	n. 发抖；战栗；震动 / vi. 发抖；战栗	Her angry father’s harsh words made her shudder.	愤怒的爸爸的严厉的话语让她发抖。	Anki 高频单词6262
5050	shuffle	['ʃʌf(ə)l]	n. 洗牌，洗纸牌；混乱，蒙混；拖着脚走 / v. 洗牌；推诿，推卸；拖曳，慢吞吞地走；搅乱	The dealer shuffled the cards before each hand.	发牌者在每次发牌前都会洗牌。	Anki 高频单词6262
5051	shut	[ʃʌt]	n. 关闭 / adj. 关闭的；围绕的 / vi. 关上；停止营业 / vt. 关闭；停业；幽禁 / n. (Shut)人名；(俄)舒特；(中)室(广东话·威妥玛)	She shut the door at last.	她终于把门关了。	Anki 高频单词6262
5052	shutter	['ʃʌtər]	n. 快门；百叶窗；关闭物；遮板 / vt. 为…装百叶窗；以百叶窗遮闭	The shutters on the door keep out light.	门上的百叶窗挡住了光。	Anki 高频单词6262
5053	shy	[ʃaɪ]	n. 投掷；惊跳 / adj. 害羞的；畏缩的，胆怯的 / vi. 投；畏缩；惊退；厌恶 / vt. 投；乱掷 / n. (Shy)人名；(英)夏伊	The shy girl smiled but said nothing.	那个害羞的女孩笑了笑，但什么也没说。	Anki 高频单词6262
5054	sibling	['sɪblɪŋ]	n. 兄弟姊妹；民族成员	My sibling and I share the same room.	我和我的兄弟姐妹住同一个房间。	Anki 高频单词6262
5055	sick	[sɪk]	adj. 厌恶的；病态的；不舒服；渴望的；恶心的 ；生病的 / n. 病人 / n. (Sick)人名；(德、西)西克 / vt. 使狗去咬；呕吐；追击	It is so cold that I get sick.	天气太冷了，弄得我都生病了。	Anki 高频单词6262
5056	sickness	['sɪknəs]	n. 疾病；呕吐；弊病	Her sickness caused frequent nosebleeds.	她的病导致她频繁地流鼻血。	Anki 高频单词6262
5057	side	[saɪd]	n. 方面；侧面；旁边 / adj. 旁的，侧的 / vt. 同意，支持 / vi. 支持；赞助；偏袒 / n. (Side)人名；(英)赛德	Look into the side mirror to see if there are any cars nearby.	从侧视镜能看见附近有没有车子。	Anki 高频单词6262
5058	side effect	[saɪd ɪˈfekt ]	副作用	Sleepiness can be a side effect of this medicine.	嗜睡可能是这种药的副作用。	Anki 高频单词6262
5059	sideways	['saɪd.weɪz]	adj. 向侧面的；一旁的 / adv. 向侧面地；向一旁	Please turn to the side—we want a sideways view.	请侧转身一下，我们想要一个侧面照。	Anki 高频单词6262
5060	sigh	[saɪ]	n. 叹息，叹气 / vt. 叹息，叹气 / vi. 叹息，叹气	“I wish he loved me,” she said as she sighed with disappointment.	“我希望他爱我。”她哀叹道。	Anki 高频单词6262
5061	sight	[saɪt]	n. 视力；景象；眼界；见解 / adj. 见票即付的；即席的 / vt. 看见；瞄准 / vi. 瞄准；观看	My dog has better sight now.	现在我的狗视力更好了。	Anki 高频单词6262
5062	sign	[saɪn]	n. 迹象；符号；记号；手势；指示牌 / vt. 签署；示意 / vi. 签署；签名	Sign your name here, and the car is yours then.	在这里签名之后，这辆车就是你的了。	Anki 高频单词6262
5063	signal	['sɪɡnəl]	n. 信号；暗号；导火线 / adj. 显著的；作为信号的 / vt. 标志；用信号通知；表示 / vi. 发信号 / n. (Signal)人名；(瑞典)西格纳尔	When the traffic signal turns red, we should stop.	红灯亮，我们就该停下了。	Anki 高频单词6262
5064	signature	['sɪɡnətʃər]	n. 署名；签名；信号	I wrote my signature above the line.	我在线上写下了我的签名。	Anki 高频单词6262
5065	significance	[sɪɡ'nɪfɪkəns]	n. 意义；重要性；意思	What’s the significance of this painting?	这幅画的含义是什么？	Anki 高频单词6262
5066	significant	[sɪɡ'nɪfɪkənt]	n. 象征；有意义的事物 / adj. 重大的；有效的；有意义的；值得注意的；意味深长的	This day is significant to me because it’s my father’s birthday.	这一天对我意义重大，因为这天是我爸爸的生日。	Anki 高频单词6262
5067	significantly	[sɪɡˈnɪfɪkəntli]	adv. 显著地；相当数量地	The price of gas has risen significantly in recent years.		Anki 高频单词6262
5068	signify	['sɪɡnɪ.faɪ]	vt. 表示；意味；预示 / vi. 有重要性；要紧；冒充内行	Traffic signs signify different things you must do on the road.	交通标志表示了你在公路上必须遵守的各种规则。	Anki 高频单词6262
